MAINTAIN,CLASS,the_geom,EQUIP,LENGTH,PLAN_AREA_,STREET,FROM_,TO_,COMMUNITY,SD,JOIN_ID,PIW_PROJEC,PLANNING_A,PHASE,SOURCE_RAT,STATUS,PROJECT_NA,CITY,ZIP_CODE,BMP_SEGMEN,INPROJECTY,PROJECT_CL,INTERIM_CL,COG,REGIONAL_B,UPDATED_UN,ATSPROJECT,ACOE,PRIORITY,RMD_CONTAC,RMD_CONT_1,RMD_CONT_2,RMD_CONT_3,OSD_CONTAC,OSD_CONT_1,SWMD_CONTA,SWMD_CON_1,SWMD_CON_2,BL_WIDTH,BL_BUFFERE,N_BUFFER,S_BUFFER,W_BUFFER,E_BUFFER,PARKING,N_PARKING,S_PARKING,W_PARKING,E_PARKING,PARKING_CO,BL_COMMENT,SHAPE_LEN
,2,"MULTILINESTRING ((-117.94301595273717 34.5579347557996, -117.94304953172065 34.55980225940087, -117.94307988096044 34.56156017332419, -117.94307986895699 34.56159726061551, -117.94309356544233 34.56341976134004, -117.94309664657457 34.5637725287637, -117.94311090517866 34.56478167999154, -117.94311558958026 34.565236449066425, -117.94313427605418 34.56705379157646, -117.94315294690657 34.56887044962517, -117.94317164487602 34.570667177735864, -117.943174753153 34.571003780728425, -117.94315729009779 34.57222071087994, -117.94314878288564 34.572525047652064, -117.94314879416653 34.57254357817298, -117.94314026457869 34.57287023941271, -117.94307114286178 34.57436397993607, -117.94300345879711 34.57613389249535, -117.94300344155029 34.576188851780195, -117.94294254033768 34.577789307496026, -117.94293240795139 34.5780555928663, -117.94286636253273 34.57988047107335))",0,1.51293651,20,105th Street East,Palmdale Boulevard,Avenue S,Littlerock,5,AV20_0,,Antelope Valley,2,Antelope Valley Area Plan Workshop - 10/28/2009,unfunded,,,,,,,0,North Los Angeles,,125000,2207,,,,,,,,,,,,0,,0,0,0,0,,0,0,0,0,,,7988.30476949
,2,"MULTILINESTRING ((-117.97484518891649 34.52837992938465, -117.97386075773586 34.528385915658085, -117.97123781505238 34.52838874505201, -117.9706810143183 34.52838940789127, -117.96684354150744 34.528393802761364, -117.96376907060598 34.52839705357474, -117.96248416516319 34.52840319152021, -117.9581064621892 34.528423413128486))",0,0.95483823,24,Avenue U,87th Street East,96th Street East,,5,AV24_0,,Antelope Valley,2,Antelope Valley Area Plan Workshop - 10/28/2009,unfunded,,,,,,,0,North Los Angeles,,400000,2208,,,,,,,,,,,,0,,0,0,0,0,,0,0,0,0,,,5041.54586099
,1,"MULTILINESTRING ((-117.91942250815391 34.02909244600686, -117.9199927350243 34.02898550909867, -117.92041136682451 34.02893058383688, -117.92107295207651 34.028865521445894, -117.92155804297951 34.02882974739632, -117.92377799843007 34.02881454813868, -117.92488183721638 34.02884790212637, -117.92506308908673 34.02887508052962, -117.925368075222 34.029066014083526, -117.9261716195706 34.029598850815155, -117.92667576192366 34.029950479798394, -117.9269763040236 34.03016668168964, -117.92763397600109 34.03060985419909, -117.92948072346879 34.03188171638001, -117.93040847651595 34.032512230697556, -117.93057649284728 34.0326122460697, -117.93158643398351 34.032997996386364, -117.93392627680137 34.03387947777456, -117.93452763649505 34.0340841272199, -117.93468933291187 34.03412586116334, -117.93474193205657 34.03371994912229, -117.9348744687337 34.033759769745195, -117.93487474720924 34.03400181995104, -117.93623006909095 34.03409472190867, -117.93853068580258 34.03424701388008, -117.93978689832906 34.03434778291118, -117.94072037364629 34.03445896054599, -117.94164280261845 34.03451368538761, -117.94374154641855 34.03466128936084, -117.9486183385146 34.03499069053965, -117.95013215791195 34.03508492384363))",0,1.92324886,52,Puente Creek Bike Path,Hacienda Blvd,Rimgrove Dr,,1,ESG52_0,RDC0016312,East San Gabriel Valley,2,,funded,ATP 3 Puente Creek Bikeway,,,,,,0,San Gabriel Valley,yes,30000,2209,,,,,,,,,,,,0,,0,0,0,0,,0,0,0,0,,,10154.7539922
,2,"MULTILINESTRING ((-117.90562242963354 33.988447997968066, -117.90401270396174 33.98834390328669, -117.90388390971006 33.988338720704576, -117.90291318956173 33.98829797029559, -117.90117104543546 33.98820073001632, -117.8989998843587 33.988079853809204, -117.89647139996072 33.98793903713162, -117.89644995219265 33.98793795236965, -117.89348899285046 33.987768629254454, -117.89171733454447 33.987676522084165, -117.8893062945616 33.987534292964554, -117.88928814604095 33.987533158094855, -117.88760543369142 33.98743769473478, -117.88500306300784 33.98729516279986, -117.88482303747828 33.987283781512765, -117.88289412745466 33.98716466743626, -117.88150402551669 33.987102411943084, -117.88057748350198 33.987040282524674, -117.88047839511049 33.987034720931, -117.87769759141139 33.98687648674682, -117.8769231239205 33.98683225944895, -117.8760826016882 33.986783410148284, -117.87591897857286 33.986766990230365, -117.87562630345354 33.98672820151975, -117.87555191073909 33.98671955315765, -117.875030847559 33.98664249085898, -117.87499719886124 33.98663749015289, -117.87269356774166 33.98629495287029, -117.87257886570237 33.98627996862272, -117.87240737198073 33.986253364430674, -117.87223708657623 33.98623079595697, -117.87209009848533 33.986220316947716, -117.8719910983615 33.98621887114873, -117.8718756550357 33.98622036040078, -117.87176026905193 33.98622459941101, -117.87162681756689 33.9862331987399, -117.8715280017215 33.986242035254485, -117.87141445293662 33.98625518435784, -117.8713009299697 33.98627108260682, -117.8711726984726 33.98629404264021, -117.87096570354474 33.98634069756038, -117.87076056059368 33.98639695017489, -117.87057359827406 33.98645434191129, -117.87043927628571 33.98650486088757, -117.87029201034908 33.98656926226588, -117.87009257987944 33.98666667959711, -117.8699815478048 33.98672582509924, -117.86982856820765 33.98681356136577))",0,2.07117681,46,Colima Rd,Fullerton Rd,Brea Canyon Cut Off Rd,Rowland Heights,4,ESG46_0,RDC0014911,East San Gabriel Valley,2,,unfunded,Colima Road City of Whittier Boundary to Fullerton Road,,,,,,0,San Gabriel Valley,yes,125000,2210,,,,,,,,,,,,0,,0,0,0,0,,0,0,0,0,,,10935.8135697
,3,"MULTILINESTRING ((-118.33925280914892 33.89466112456971, -118.33925275824858 33.89464854811997, -118.33925213831925 33.89449589369597, -118.3392413908923 33.891027121555986, -118.33923506060168 33.88905282200577, -118.33923205951473 33.88831501787743, -118.33923077085323 33.88758822915422, -118.33923002441806 33.887404808214654))",0,0.50014302,11,Doty Avenue,Marine Avenue,Manhattan Beach Boulevard,El Camino Village,2,SB11_0,,South Bay,1,,unfunded,,,,,,,0,South Bay Cities,,30000,1873,,,,,,,,,,,,0,,0,0,0,0,,0,0,0,0,,,2640.75511939
,3,"MULTILINESTRING ((-118.15522522124893 34.18289229522226, -118.15523692393029 34.18385266116839, -118.15525069306081 34.185040414207855, -118.15527245375509 34.186959418750526, -118.15526427239922 34.186996527767676, -118.15522981315287 34.18714702478592, -118.15516100064812 34.1874871584206, -118.15511506933935 34.18767545332625, -118.15507563847065 34.187808086572325, -118.15505754398049 34.1878603169045, -118.15503119544404 34.1879245879532, -118.15499660247198 34.18798644488622, -118.15494714754566 34.18805864188671, -118.15489271292243 34.18812877952115, -118.1547590824108 34.188286956503454, -118.15472442654055 34.18832753911727, -118.15457431579487 34.18849877870649, -118.15429545269029 34.18880620544708, -118.15400831455594 34.189106789357325, -118.15396870532118 34.18913294480672, -118.15391089032862 34.189162541612895, -118.1538844470296 34.18917874092105, -118.153849792595 34.18920797083899, -118.1538069015963 34.18926537730565, -118.1537047261735 34.18944720745256, -118.15354592691084 34.18939694315372, -118.15307491543702 34.19041079313255, -118.15262695996402 34.19137485769056, -118.15261709781669 34.19139753714278, -118.15223336751885 34.19222510923405, -118.1518414152672 34.19308399092895, -118.15161904051568 34.193550725189425, -118.15144444538268 34.19392946004721, -118.15115130358242 34.19456388292817, -118.15105081187448 34.19478039654414, -118.15066377609774 34.19561486651551, -118.15018612531736 34.196647623126644, -118.14969528541594 34.19770891337266, -118.1492373772408 34.19869872719853, -118.14906564218177 34.19884011840507, -118.14864462226589 34.199185127906254, -118.14842336912805 34.19936573044988, -118.14809058027292 34.20007613210748, -118.14819978422652 34.20010932556209, -118.14842354679229 34.20041439708747, -118.14814352393228 34.201019263411354, -118.1481303388133 34.201049529427706, -118.14760327052767 34.202212525172556, -118.14754891035142 34.20233073217084, -118.14748795292599 34.20247334893659, -118.1473760256377 34.2027517087466))",0,1.49677232,19,Glenrose Avenue,Loma Alta Drive,Woodbury Road,Altadena,5,WSG19_0,,West San Gabriel Valley,2,Connects to proposed facilities,unfunded,,,,,,,0,San Gabriel Valley,,30000,2216,,,,,,,,,,,,0,,0,0,0,0,,0,0,0,0,,,7902.95785946
,3,"MULTILINESTRING ((-118.24431493068722 34.2186925550608, -118.24431915934451 34.21957150410932, -118.2443225369911 34.2201912315493, -118.24432276093177 34.22023444120024, -118.24432281052842 34.22024851426237, -118.24431838921005 34.22043435349599, -118.24431748551154 34.22069368761299, -118.24431515489114 34.22102275584464, -118.24431270753976 34.22132296416074, -118.24432795495788 34.22144899746472, -118.24432966028675 34.221468895504096, -118.24432394621743 34.22233826613137, -118.24432202309423 34.22281331426111, -118.24431839188594 34.2232670623426, -118.24431334344686 34.223796042438416, -118.24431111512743 34.22416634107759, -118.24430538253867 34.22503502587554, -118.24430207276706 34.225598692675376, -118.24429645854188 34.22594733628089, -118.24428091518875 34.22685072177064, -118.24427812322295 34.22722554749268, -118.24427651637296 34.22743644363061, -118.24426814582844 34.22855322485604, -118.24426784263328 34.22859634408328, -118.24426450263996 34.229152453695164, -118.24426228866618 34.229535451995424, -118.24425507427944 34.230461478959896, -118.24424777900288 34.23135559483399, -118.2442404758971 34.23225452219983, -118.24423320722074 34.233159276644834, -118.24422597214034 34.23408324372738, -118.24421859985779 34.23495125058316, -118.24421841526987 34.234974252483106, -118.24421246433924 34.235682538236, -118.24421132495252 34.235862191711234, -118.24420406372901 34.23676659124085, -118.2441983878354 34.23765485450462, -118.2441927555565 34.23855447130113, -118.24418699657464 34.239422807598366, -118.24418115338611 34.24024752489429, -118.24418136498424 34.24031794504526, -118.24417618598332 34.24081565216449, -118.24416836211563 34.24152773105592, -118.24415964569769 34.24251044634641))",0,1.64170943,7,Ramsdell Avenue,Markridge Road,Montrose Avenue,La Crescenta-Montrose,5,SFV07_0,,San Fernando Valley,2,Crescenta Valley Town Council - approved class III / Connects to proposed facilities,unfunded,,,,,,,0,San Gabriel Valley,,30000,2217,,,,,,,,,,,,0,,0,0,0,0,,0,0,0,0,,,8668.22577409
LA County,3,"MULTILINESTRING ((-117.94971199890588 33.99833298941633, -117.94978608762696 33.99762910324711, -117.94972737211353 33.99762503654409))",0,0.05208331,0,Fieldgate Avenue,Cederlane Drive,Wedgeworth Drive,Unincorporated,4,xESV114_0,,East San Gabriel Valley,0,,existing,,,91745,,,,0,,,,2218,,,,,,,,,,,,0,,0,0,0,0,,0,0,0,0,,,274.999851503
,3,"MULTILINESTRING ((-118.01573958243667 34.11436866508692, -118.01556448177593 34.11437005888884, -118.01543564046517 34.114371464018824, -118.01490868317987 34.114377017000976, -118.0140348418155 34.11438606920055, -118.013441820013 34.114391972485976, -118.01316264562817 34.11440195944914, -118.01225742119465 34.11440409997542, -118.01140010131509 34.11441311804456, -118.01122666799014 34.11441519475355, -118.01072284732966 34.11442176572673, -118.01019753877922 34.11442869944475, -118.00913870719701 34.11444458791054, -118.00839206509991 34.11445046628123, -118.00823843242478 34.11445219760352, -118.00757602388967 34.114459107051744, -118.0072572288206 34.11446255879569, -118.0071845544358 34.1144642798104, -118.00661298492302 34.11447634954047, -118.00634869847975 34.1144777313407, -118.00613726428695 34.11447327868168, -118.00595223016708 34.11446365510852, -118.0058035663945 34.11445062996346, -118.00565655361217 34.11443241083745, -118.00547814731169 34.11440253695212, -118.00533444833145 34.11437096325083, -118.0051461375775 34.11432252815584, -118.0049115518408 34.11425384946015, -118.0048248171491 34.114226271400916, -118.00421446646739 34.11403231490614))",0,0.66555189,5,Longden Ave,8th Ave,Peck Rd,South Monrovia Islands,5,WSG05_0,,West San Gabriel Valley,1,County Provided - Metro BTSP / Connects to existing facility,unfunded,,,,,,,0,San Gabriel Valley,,30000,2212,,,,,,,,,,,,0,,0,0,0,0,,0,0,0,0,,,3514.11399257
,2,"MULTILINESTRING ((-118.12961553499467 34.54650330607738, -118.12975988844568 34.54644821286198, -118.12986611090855 34.546405167448654, -118.13011667610891 34.546304609507295, -118.13025274844117 34.54625259542577, -118.13080038765094 34.54605449121548, -118.13116720310265 34.54596240426111, -118.13123193234837 34.54594823290766, -118.13137801229736 34.54592368126072, -118.13165690018528 34.54588354216282, -118.13177143495776 34.5458693334316, -118.13190426171978 34.54585718265571, -118.13225126132527 34.54583927006033, -118.13246712071016 34.54583389366787, -118.13258335395 34.54583342947994, -118.13269625672588 34.54583329629868, -118.13286561881242 34.54583276621936, -118.13349659091672 34.54583584980915, -118.13453932266599 34.545829217368265, -118.13459247603278 34.54582950811153, -118.13473525642306 34.545829008370006, -118.13477512821173 34.5458289454943, -118.13596730430564 34.54582658152032, -118.13674772140605 34.54583670523251, -118.13696026066872 34.545836818912804, -118.13734549184933 34.545837411868874, -118.13824215886342 34.545846342127874, -118.13902254889038 34.54584924670001, -118.13963693807715 34.54586228161885, -118.13968510767198 34.54586257120081, -118.13980133321287 34.545863804525865, -118.1400852647661 34.545860044144604, -118.140533571899 34.545847495831794, -118.1407311581419 34.545846231044784, -118.1409470143566 34.545852164447666, -118.1413455438515 34.545871984756566), (-118.12945787537203 34.54656324042371, -118.12927865285043 34.54663420304966, -118.12903636464667 34.54672615266389, -118.12891356230739 34.546769227764344, -118.12880568399952 34.546800945744145, -118.12866128179137 34.54683442886897, -118.12845045242518 34.54687243160801, -118.12821969388781 34.54690598392733, -118.12809125824849 34.5469206211805, -118.12802212642256 34.54692850578769, -118.12787269968842 34.546938647223094, -118.12767345726144 34.54694090673881, -118.1275239952644 34.546935899802534, -118.12732640143474 34.546922048159395, -118.12714538814726 34.54690263965571, -118.12699755762296 34.546880805361745, -118.1268198537684 34.546846660401755, -118.12667698952112 34.5468117667924, -118.12659724105002 34.54678986740782, -118.1264726577052 34.546751863842516, -118.12631980494193 34.546698441475705, -118.12611046818769 34.546613135466856, -118.1258928043459 34.54651342570219, -118.12575155239878 34.54644177234815, -118.12555545374708 34.54633790594873, -118.12532398518563 34.546208496173946, -118.12514333359327 34.54610752261353, -118.12500282128093 34.546035578604084, -118.12473289184445 34.545897371143155, -118.12460327007267 34.545827090180154, -118.12447032684015 34.54575408775659, -118.12436661792368 34.5457005898406, -118.1242310078899 34.5456306782176, -118.12389036891263 34.54545960905547, -118.12350488864799 34.54527006910425, -118.12318916595231 34.5451185701502, -118.12271063456342 34.544895442856124, -118.12217226626812 34.54462671082468, -118.12208494992927 34.544579776698534, -118.12175516605724 34.54440250172669, -118.1215158981632 34.54427872899816, -118.12134474106814 34.54419508738917, -118.12085292099927 34.54396134217374, -118.12047016077048 34.54376977546253, -118.11980280523443 34.543435816292735, -118.11930433109298 34.543189006544885, -118.11839713100198 34.5427574499613, -118.11829578931633 34.54271223351724, -118.11810307648999 34.54263133829395, -118.11787714726796 34.54254467243107, -118.11772266285219 34.54249330068063, -118.11756651104369 34.54244638162675, -118.11734560188513 34.54238580516941, -118.1170449607393 34.54230846208899, -118.11691706056494 34.542279053213925, -118.11680412766002 34.542255802984265, -118.11674766990826 34.54224659691921, -118.11647861273917 34.54219874946075, -118.11621623489104 34.54216330137697, -118.11617304565713 34.54215909768721, -118.11605183018054 34.542147310648645, -118.11585255671321 34.54213341107018, -118.11540423187427 34.54211424729715, -118.11510870031886 34.54211728680798, -118.11506553371265 34.54211767383144, -118.11441136038981 34.542123094382326, -118.11387340622692 34.54213389509044, -118.11379705588938 34.542135355807005, -118.11353140101626 34.542143503523995, -118.1129669009639 34.54216807510118, -118.11256180336954 34.54218045952635, -118.11188935617942 34.54220101392977, -118.11162372569969 34.54220401683352, -118.11132485457097 34.542207706914866, -118.11121362741778 34.542210211871065, -118.11086161360828 34.54221879405947, -118.11051295505256 34.5422246002504, -118.11036022220254 34.54223161326945, -118.11016265266584 34.54224621278844, -118.11006468062095 34.54225146494179, -118.1098554908756 34.54225473797506, -118.10963300354793 34.542258367611105, -118.10940056428454 34.542270932251654, -118.10923621005006 34.54228448702213, -118.10908679932362 34.54230111998099, -118.10900547381834 34.54231456430395, -118.1087597860043 34.54235978795064, -118.10866517859407 34.542377053657894, -118.1085207417719 34.54240913595649, -118.10847426887318 34.54242255286139, -118.10844441772463 34.54243426390265, -118.10826189664066 34.54252990864908, -118.10817227327074 34.54256776579892, -118.10808599598384 34.54260872921573, -118.10805779653998 34.542623519450004, -118.10803291846707 34.54263968481974))",0,1.99459306,22,Barrell Springs Road,Tierra Subida Avenue,Sierra Highway,,5,AV22_0,,Antelope Valley,2,County Provided - Metro BTSP / Connects to proposed facility,unfunded,,,,,,,0,North Los Angeles,,125000,2164,,,,,,,,,,,,0,,0,0,0,0,,0,0,0,0,,,10531.4513419
,3,"MULTILINESTRING ((-118.0301064962383 33.94176142968189, -118.02841808531156 33.940595038867194, -118.02753759463303 33.93999483836671, -118.0266587854335 33.93939257239358, -118.02597948700324 33.938911497644156, -118.02578660927647 33.9387734595561, -118.0249358564339 33.93818936662942, -118.02309094576304 33.936923688343015, -118.02224515798724 33.9363430141358, -118.02141259245342 33.93577196208063, -118.01928752936182 33.934313562421394, -118.01810553532982 33.93350175740682))",0,0.89411102,15,Broadway,Mills Avenue,Colima Road,South Whittier,4,G15_0,*RDC0015338,Gateway,2,Connects to proposed facilities,unfunded,"RDC0015338 Valley View Av, et al.",,,,,,0,Gateway Cities,,30000,2169,,,,,,,,,,,,0,,0,0,0,0,,0,0,0,0,,,4720.90617208
,2,"MULTILINESTRING ((-117.86378428611745 34.103041080006975, -117.86378649709201 34.10370746120607, -117.86378421736173 34.10410624956971, -117.86378355051988 34.10451257074385, -117.86378171125087 34.1046276428998, -117.86377904420108 34.10524006287441, -117.86377643152052 34.105829836933076, -117.86377613871785 34.1060108460194, -117.8637740774056 34.106276365780616, -117.86377670251198 34.10667824284286))",0,0.25069038,22,Glendora Avenue,Arrow Highway,La Cienega Avenue,Charter Oak,5,ESG22_0,,East San Gabriel Valley,1,,unfunded,RDC0015962 Charter Oak Bikeway Access Improvements,,,,,,0,San Gabriel Valley,yes,165000,2170,,,,,,,,,,,,0,,0,0,0,0,Yes,0,0,0,0,Curb-side Parking,"ViewLA shows that this section has a Class II, however, on it is not shown on Google Maps; there is an unbuffered bike lane south of Cienega Ave in the City of Covina. Could not locate Signing/Striping plan.",1323.64519793
LA County,2,"MULTILINESTRING ((-118.21282199437033 33.86492131272872, -118.21134340278633 33.864915806902104, -118.20833796948244 33.864904525326715, -118.20466783745947 33.86489079004291))",0,0.46885397,8,Victoria Street,Santa Fe Ave,S. Susana Road,West Rancho Dominguez,2,G08_0,*RDC0015603,Gateway,1,,existing,"RDC0015603 Castlegate Avenue, et al. (JOC)",Unincorporated,90221,,,,0,Gateway Cities,,165000,2171,,,,,,,,,,,,6,No,0,0,0,0,Yes,8,8,0,0,Y (both sides) (8'),,2475.54896607
